/* DATA DESCRIPTION:
Citation:	Assmy, Philipp; Henjes, Joachim; Klaas, Christine; Smetacek, Victor (2007): Diatom abundance measured on water bottle samples at station PS58/090-4. PANGAEA, https://doi.org/10.1594/PANGAEA.323652, 
	In supplement to: Assmy, P et al. (2007): Mechanisms determining species dominance in a phytoplankton bloom induced by the iron fertilization experiment EisenEx in the Southern Ocean. Deep Sea Research Part I: Oceanographic Research Papers, 54(3), 340-362, https://doi.org/10.1016/j.dsr.2006.12.005
Project(s):	European Iron Enrichment Experiment in the Southern Ocean (EisenEx)
Coverage:	LATITUDE: -47.712667 * LONGITUDE: 21.089333
	DATE/TIME START: 2000-11-25T04:28:00 * DATE/TIME END: 2000-11-25T04:28:00
	MINIMUM DEPTH, water: 10 m * MAXIMUM DEPTH, water: 150 m
Event(s):	PS58/090-4 (CTD123) * LATITUDE: -47.712667 * LONGITUDE: 21.089333 * DATE/TIME: 2000-11-25T04:28:00 * ELEVATION: -4390.0 m * LOCATION: South Atlantic * CAMPAIGN: ANT-XVIII/2 (PS58 EISENEX) (URI: https://doi.org/10.2312/BzPM_0400_2001) * BASIS: Polarstern (URI: http://www.awi.de/en/expedition/ships/polarstern.html) * DEVICE: CTD/Rosette (CTD-RO) * COMMENT: max gear depth: 501 m; out patch 4; in/out patch: Out; day: T17
Parameter(s):	DEPTH, water [m] (Depth water) * GEOCODE
	Thalassionema nitzschioides [#/l] (T. nitzschioides) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: <20 µm
	Thalassionema nitzschioides [#/l] (T. nitzschioides) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: 20-30 µm
	Thalassionema nitzschioides [#/l] (T. nitzschioides) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: >30 µm
	Cylindrotheca closterium [#/l] (C. closterium) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: <40 µm
	Cylindrotheca closterium [#/l] (C. closterium) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: >40 µm
	Chaetoceros neglectus [#/l] (C. neglectus) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958)
	Diatoms, centrales [#/l] (Diatom cen) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: of disc-like shape <30 µm
	Diatoms, centrales [#/l] (Diatom cen) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: of disc-like shape 30-60 µm
	Diatoms, centrales [#/l] (Diatom cen) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: of disc-like shape >60 µm
	Pseudo-nitzschia lineola [#/l] (P-n lineola) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: <90 µm
	Pseudo-nitzschia lineola [#/l] (P-n lineola) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: 90-100 µm
	Pseudo-nitzschia lineola [#/l] (P-n lineola) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: >100 µm
	Pseudo-nitzschia turgidula [#/l] (P-n turgidula) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: <40 µm
	Pseudo-nitzschia turgidula [#/l] (P-n turgidula) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: 40-50 µm
	Pseudo-nitzschia turgidula [#/l] (P-n turgidula) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: >50 µm
	Pseudo-nitzschia turgiduloides [#/l] (P-n turgiduloides) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: <80 µm
	Pseudo-nitzschia turgiduloides [#/l] (P-n turgiduloides) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: 80-100 µm
	Pseudo-nitzschia turgiduloides [#/l] (P-n turgiduloides) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: >100 µm
	Pseudo-nitzschia heimii [#/l] (P-n heimii) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: <80 µm
	Pseudo-nitzschia heimii [#/l] (P-n heimii) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: 80-100 µm
	Pseudo-nitzschia heimii [#/l] (P-n heimii) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: >100 µm
	Fragilariopsis kerguelensis [#/l] (F. kerguelensis) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: <30 µm
	Fragilariopsis kerguelensis [#/l] (F. kerguelensis) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: 30-50 µm
	Fragilariopsis kerguelensis [#/l] (F. kerguelensis) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: >50 µm
	Rhizosolenia chunii [#/l] (R. chunii) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: <70 µm
	Rhizosolenia chunii [#/l] (R. chunii) * PI: Assmy, Philipp (philipp.assmy@npolar.no, http://www.npolar.no/en/people/philipp.assmy/) * METHOD: Quantitative phytoplankton method (Utermöhl, 1958) * COMMENT: 70-90 µm
