/* DATA DESCRIPTION:
Citation:	Grigorov, Ivo; Rigual-Hernandez, Andrés S; Honjo, Susumu; Kemp, Alan E S; Armand, Leanne K (2009): Diatom assamblage in samples from sediment trap NBP96-04A_MS4_trap. PANGAEA, https://doi.org/10.1594/PANGAEA.716674, 
	In supplement to: Grigorov, I et al. (2014): Settling fluxes of diatoms to the interior of the Antarctic circumpolar current along 170°W. Deep Sea Research Part I: Oceanographic Research Papers, 93, 1-13, https://doi.org/10.1016/j.dsr.2014.07.008
Project(s):	Antarctic Environments Southern Ocean Process Study (AESOPS) (URI: http://usjgofs.whoi.edu/southern.html)
Coverage:	LATITUDE: -63.150000 * LONGITUDE: -169.900000
	DATE/TIME START: 1996-11-28T00:00:00 * DATE/TIME END: 1997-12-24T00:00:00
	MINIMUM DEPTH, water: 1031 m * MAXIMUM DEPTH, water: 2182 m
Event(s):	NBP96-04A_MS4_trap (MS-4) * LATITUDE: -63.150000 * LONGITUDE: -169.900000 * DATE/TIME START: 1996-11-28T00:00:00 * DATE/TIME END: 1997-12-24T00:00:00 * ELEVATION: -2885.0 m * LOCATION: Southern Ocean * CAMPAIGN: NBP96-04A * BASIS: Nathaniel B. Palmer * DEVICE: Trap, sediment (TRAPS)
Comment:	Numbers represent the calculated diatom flux as recorded by the mooring, and the individual species counts. The diatom flux [#/m**2/day] was calculated using two different methods in parallel, the dilution technique by Sanceta & Silvestri, 1984 (doi:10.1016/0377-8398(84)90016-1) and Batterbee, 1973 (doi:10.4319/lo.1973.18.4.0647).
Parameter(s):	DEPTH, water [m] (Depth water) * GEOCODE
	DATE/TIME (Date/Time) * GEOCODE
	Date/time end (Date/time end) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com)
	Duration, number of days [days] (Duration) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com)
	Diatom valves flux [#/m**2/day] (Diatom valv flux) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Calculated, see reference(s)
	Actinocyclus actinochilus [#] (A. actinochilus) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Actinocyclus curvatulus [#] (A. curvatulus) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Actinocyclus ehrenbergii [#] (A. ehrenbergii) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Actinocyclus ingens [#] (A. ingens) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Actinocyclus octonarius [#] (A. octonarius) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Asteriomphalus spp. [#] (Asteriomphalus spp.) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Asteriomphalus hookeri [#] (A. hookeri) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Asteriomphalus hyalinus [#] (A. hyalinus) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Asteriomphalus parvulus [#] (A. parvulus) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Azpeitia tabularis [#] (A. tabularis) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Chaetoceros atlanticus [#] (C. atlanticus) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Chaetoceros bulbosum [#] (C. bulbosum) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Chaetoceros criophilum [#] (C. criophilum) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Chaetoceros diadema [#] (C. diadema) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Chaetoceros dichaeta [#] (C. dichaeta) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Chaetoceros radicans [#] (C. radicans) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Chaetoceros spores [#] (Chaet spores) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms
	Chaetoceros spp. [#] (Chaetoceros spp.) * PI: Grigorov, Ivo (https://orcid.org/0000-0001-6264-802X, ivo_grigorov@hotmail.com) * METHOD: Counting, diatoms * COMMENT: A
